student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,math_score,science_score,english_score,overall_score
3603,14,other,private,no formal,4.5,54.4,yes,<15 min,yes,74.4,63.8,86.5,67.6
3604,17,female,public,no formal,2.7,51.3,yes,30-60 min,yes,45.5,35.0,30.1,48.7
3605,19,male,private,post graduate,6.5,76.5,yes,<15 min,yes,87.8,89.0,78.5,92.0
3606,14,male,public,diploma,4.5,52.6,yes,15-30 min,no,52.1,43.2,49.2,49.0
3607,15,other,private,graduate,7.1,79.6,yes,30-60 min,no,70.7,100.0,85.7,80.6
3608,18,female,private,no formal,4.7,68.8,yes,30-60 min,yes,76.6,81.8,60.0,73.8
3609,17,female,private,high school,7.5,50.3,yes,>60 min,yes,88.0,77.4,87.6,77.1
3610,18,male,public,no formal,0.6,61.3,yes,30-60 min,yes,25.3,32.3,29.8,20.6
3611,17,other,private,high school,6.0,86.9,yes,30-60 min,no,79.9,85.2,93.2,78.4
3612,18,female,private,high school,3.1,68.9,no,30-60 min,yes,34.3,46.1,48.8,45.0
3613,17,female,public,diploma,5.5,86.3,yes,>60 min,yes,89.2,83.4,97.3,84.6
3614,14,other,private,high school,7.6,90.7,yes,>60 min,no,90.7,91.9,100.0,100.0
3615,18,female,private,diploma,5.4,89.8,no,15-30 min,yes,92.9,89.0,100.0,85.0
3616,16,other,public,phd,6.1,83.5,yes,>60 min,no,82.4,83.9,69.2,74.5
3617,14,female,private,no formal,1.7,87.3,yes,15-30 min,yes,39.2,40.1,60.9,53.1
3618,16,female,private,phd,1.8,78.5,yes,15-30 min,no,27.4,41.1,31.6,36.1
3619,16,other,public,diploma,4.8,73.2,yes,<15 min,no,61.7,67.9,63.0,63.5
3620,14,female,public,graduate,3.7,53.1,yes,>60 min,yes,36.7,35.3,14.1,43.0
3621,19,other,private,post graduate,1.3,98.8,yes,30-60 min,no,51.7,57.5,54.1,57.3
3622,15,male,private,post graduate,6.0,92.0,yes,30-60 min,no,88.5,66.3,83.3,80.8
3623,15,other,public,phd,5.7,83.6,yes,>60 min,no,94.0,89.5,88.1,87.3
3624,16,female,private,phd,1.2,82.2,yes,15-30 min,no,39.8,37.5,37.9,32.6
3625,18,male,private,no formal,0.9,78.8,yes,<15 min,yes,45.0,45.4,45.8,38.2
3626,18,male,private,diploma,3.3,54.7,yes,30-60 min,no,74.7,61.2,49.6,56.9
3627,18,other,public,graduate,5.2,66.0,yes,<15 min,yes,60.9,74.0,78.6,63.2
3628,15,female,private,graduate,7.2,67.0,yes,30-60 min,yes,92.3,78.9,68.7,85.5
3629,19,other,public,phd,3.8,89.7,yes,<15 min,yes,38.9,69.1,65.0,61.8
3630,18,male,private,graduate,1.1,80.2,yes,>60 min,no,19.6,30.0,5.7,33.4
3631,16,male,private,diploma,6.8,69.9,yes,<15 min,no,96.2,81.6,100.0,89.6
3632,17,other,private,phd,1.4,66.4,yes,15-30 min,yes,31.6,25.9,24.0,31.1
3633,14,female,public,post graduate,5.3,92.7,yes,30-60 min,yes,80.3,69.2,97.2,80.4
3634,18,other,private,post graduate,3.6,89.3,yes,>60 min,yes,63.9,68.9,46.4,65.5
3635,19,other,public,graduate,7.3,90.7,yes,>60 min,no,64.0,73.9,100.0,85.0
3636,16,female,public,no formal,5.8,69.8,yes,<15 min,yes,72.1,90.5,80.2,81.8
3637,17,other,private,phd,0.5,74.0,yes,>60 min,yes,24.9,29.3,20.5,25.3
3638,16,other,private,post graduate,3.3,78.7,yes,15-30 min,no,68.0,59.7,51.7,54.9
3639,14,male,public,no formal,1.9,59.6,no,15-30 min,yes,36.2,31.7,47.7,33.9
3640,17,male,private,high school,2.6,68.1,yes,30-60 min,no,38.6,19.4,23.8,40.3
3641,18,male,private,diploma,3.5,74.6,no,>60 min,no,56.4,53.9,64.0,57.2
3642,19,other,public,high school,4.6,83.5,yes,30-60 min,no,69.4,77.5,86.4,76.6
3643,19,male,private,graduate,6.5,72.5,yes,15-30 min,no,100.0,85.6,89.4,90.0
3644,16,male,private,graduate,1.1,57.7,yes,<15 min,yes,19.6,30.4,18.3,22.1
3645,19,female,private,high school,3.8,71.3,no,>60 min,no,85.1,65.4,67.8,68.6
3646,17,male,private,post graduate,6.9,76.6,no,15-30 min,yes,86.3,95.3,85.2,89.5
3647,17,male,public,high school,3.7,82.5,yes,>60 min,yes,59.8,53.3,49.7,60.6
3648,17,other,private,no formal,4.4,92.7,yes,15-30 min,yes,71.3,81.8,78.1,72.4
3649,19,other,private,phd,6.3,61.6,yes,<15 min,yes,76.4,86.1,80.9,73.8
3650,18,female,public,high school,5.8,78.0,no,>60 min,yes,58.5,66.0,70.5,72.6
3651,14,other,public,high school,4.3,70.9,no,<15 min,yes,71.3,80.7,68.0,71.0
3652,14,female,private,post graduate,7.8,84.3,yes,>60 min,yes,81.4,90.3,92.3,87.7
3653,16,female,private,post graduate,0.8,93.7,yes,<15 min,no,42.6,33.8,44.5,43.4
3654,17,female,private,no formal,0.9,73.9,yes,15-30 min,no,40.1,45.6,34.8,44.0
3655,18,other,private,no formal,3.7,92.2,yes,<15 min,no,47.5,69.2,44.2,64.6
3656,16,male,public,phd,1.7,50.1,yes,>60 min,no,25.4,12.0,27.1,29.1
3657,17,female,public,graduate,2.1,95.6,yes,<15 min,yes,62.2,46.2,47.9,53.1
3658,19,male,private,diploma,1.6,89.4,yes,30-60 min,yes,55.6,60.1,45.0,57.4
3659,16,other,private,diploma,5.7,56.7,yes,>60 min,no,65.0,57.9,81.2,70.6
3660,16,female,private,graduate,3.7,83.8,no,15-30 min,yes,35.0,40.2,42.3,56.1
3661,17,male,public,post graduate,6.8,75.7,yes,<15 min,no,85.8,100.0,82.0,89.9
3662,16,female,public,no formal,2.4,98.5,yes,>60 min,yes,52.0,69.0,58.1,49.0
3663,19,female,public,high school,5.2,65.2,yes,30-60 min,no,74.0,68.1,70.2,61.5
3664,19,male,private,phd,2.1,80.5,yes,>60 min,no,20.0,49.8,32.5,51.2
3665,17,other,private,high school,0.6,76.1,no,15-30 min,yes,39.9,21.9,25.8,26.9
3666,16,female,public,phd,5.7,61.1,yes,15-30 min,no,66.7,69.9,53.5,60.7
3667,17,male,public,diploma,1.6,90.7,no,15-30 min,no,50.0,46.8,70.1,51.6
3668,15,female,private,high school,5.7,87.2,yes,<15 min,yes,82.5,100.0,100.0,90.2
3669,16,female,private,graduate,5.7,77.2,yes,30-60 min,no,78.1,73.0,62.0,68.9
3670,15,female,private,graduate,5.5,97.2,yes,>60 min,no,94.2,100.0,86.6,92.9
3671,14,male,private,diploma,4.9,96.3,yes,30-60 min,no,62.7,84.1,78.4,77.8
3672,14,other,public,post graduate,7.1,90.9,yes,30-60 min,yes,100.0,92.8,100.0,99.5
3673,17,female,private,no formal,1.1,57.6,yes,30-60 min,no,37.5,46.2,40.2,34.0
3674,14,female,private,no formal,7.5,94.7,yes,<15 min,no,100.0,100.0,84.6,95.6
3675,17,other,public,graduate,1.0,65.3,yes,>60 min,yes,30.6,14.2,37.5,26.7
3676,16,female,public,graduate,4.2,78.5,yes,<15 min,no,84.7,56.9,64.4,67.7
3677,16,male,private,post graduate,7.4,98.7,yes,15-30 min,yes,100.0,78.3,87.6,100.0
3678,18,female,public,phd,2.5,61.5,yes,30-60 min,no,36.4,39.8,56.3,40.6
3679,17,female,public,phd,6.8,60.0,yes,<15 min,no,91.5,75.8,90.3,77.3
3680,18,male,private,graduate,4.9,92.6,yes,30-60 min,yes,66.6,85.3,64.4,75.7
3681,18,male,public,graduate,7.0,50.7,yes,<15 min,yes,52.7,85.9,75.5,68.5
3682,14,male,public,phd,0.9,58.7,yes,<15 min,yes,16.5,26.8,34.1,21.1
3683,15,other,public,phd,4.7,66.4,yes,>60 min,yes,87.5,54.5,82.5,72.3
3684,17,male,public,no formal,1.9,86.9,yes,30-60 min,yes,58.3,60.5,48.2,54.2
3685,19,female,private,graduate,0.6,74.0,no,>60 min,yes,46.1,39.3,33.8,44.1
3686,14,other,public,phd,5.7,69.7,yes,<15 min,no,90.7,83.7,77.0,81.8
3687,14,female,public,no formal,6.1,95.9,yes,>60 min,yes,85.4,100.0,89.4,95.5
3688,19,male,private,phd,6.0,87.8,yes,15-30 min,yes,73.0,69.0,49.0,76.6
3689,19,other,private,post graduate,6.0,81.6,yes,>60 min,yes,83.5,67.6,85.3,81.4
3690,15,female,private,no formal,6.5,67.0,yes,15-30 min,no,79.1,76.6,64.0,76.8
3691,16,male,public,graduate,4.0,92.9,yes,>60 min,yes,72.0,56.9,68.1,71.9
3692,17,female,public,diploma,3.1,62.7,yes,>60 min,yes,39.4,55.4,64.4,56.1
3693,15,male,private,diploma,6.3,97.3,yes,30-60 min,no,91.7,99.9,100.0,99.1
3694,15,female,public,graduate,5.5,63.0,yes,15-30 min,yes,58.2,43.5,67.9,60.7
3695,16,male,public,post graduate,2.0,91.0,yes,>60 min,yes,45.3,50.4,66.2,56.9
3696,17,other,public,phd,3.8,95.7,yes,15-30 min,no,62.8,84.2,83.0,74.1
3697,15,other,private,diploma,1.9,61.3,yes,<15 min,no,49.6,60.0,56.2,45.6
3698,16,other,public,no formal,6.3,61.5,yes,>60 min,yes,54.5,83.0,67.9,70.2
3699,15,other,public,phd,2.4,53.9,yes,<15 min,yes,20.2,45.1,31.3,33.6
3700,18,male,public,diploma,5.2,67.1,yes,<15 min,yes,59.2,68.6,48.9,66.0
3701,14,male,public,post graduate,6.0,75.0,yes,<15 min,no,91.2,60.4,74.0,76.3
3702,15,other,private,post graduate,7.9,54.3,no,30-60 min,yes,100.0,98.9,74.7,90.9
3703,15,female,private,no formal,3.7,57.3,yes,<15 min,no,45.5,60.5,52.6,62.4
3704,19,female,private,diploma,7.0,71.1,yes,<15 min,no,86.9,68.5,100.0,91.8
3705,19,other,public,no formal,5.5,59.0,yes,>60 min,yes,71.2,66.1,52.1,62.6
3706,17,female,public,graduate,0.6,88.7,yes,<15 min,no,54.3,37.7,42.4,38.9
3707,14,other,public,post graduate,3.4,66.1,yes,30-60 min,no,51.4,61.0,42.1,60.1
3708,18,other,private,graduate,3.5,52.3,yes,15-30 min,yes,51.2,39.3,62.1,47.3
3709,16,male,private,high school,1.4,57.7,yes,15-30 min,yes,17.7,18.4,41.2,26.7
3710,19,other,private,phd,3.8,65.4,yes,>60 min,yes,65.9,58.0,40.4,56.2
3711,16,male,private,no formal,1.4,57.3,yes,15-30 min,yes,34.6,36.1,50.0,38.7
3712,19,male,public,no formal,6.8,60.8,yes,<15 min,yes,82.5,81.9,77.3,84.5
3713,18,other,public,diploma,3.2,60.3,yes,15-30 min,no,40.5,45.2,43.8,55.0
3714,15,other,public,phd,1.9,70.9,yes,15-30 min,no,46.2,25.7,33.8,37.8
3715,18,male,private,phd,5.0,76.2,yes,>60 min,no,75.1,64.1,70.0,71.2
3716,15,female,private,graduate,6.9,81.1,yes,30-60 min,yes,82.9,88.3,94.3,80.5
3717,16,female,private,phd,7.5,95.5,yes,<15 min,yes,85.8,97.0,87.4,90.2
3718,15,female,public,phd,7.2,84.4,yes,>60 min,no,93.3,81.0,100.0,98.4
3719,18,other,private,graduate,7.1,59.9,yes,>60 min,no,81.7,76.1,78.3,76.1
3720,15,male,private,no formal,3.1,72.5,yes,15-30 min,yes,52.0,52.1,51.4,58.2
3721,17,other,public,phd,4.3,86.5,yes,15-30 min,yes,82.3,94.1,63.5,74.0
3722,17,male,private,graduate,3.3,77.8,yes,15-30 min,yes,63.9,44.3,61.0,51.8
3723,18,male,private,no formal,7.4,58.5,yes,30-60 min,no,69.1,64.2,97.3,73.4
3724,19,female,private,phd,1.2,89.4,no,15-30 min,no,42.3,33.6,38.7,42.1
3725,14,male,private,diploma,4.7,59.8,yes,15-30 min,no,43.0,74.5,51.9,61.6
3726,19,female,public,post graduate,2.4,67.2,yes,15-30 min,no,41.2,25.5,42.0,43.3
3727,14,female,private,high school,6.9,86.7,yes,>60 min,yes,84.3,75.0,96.8,86.0
3728,17,female,public,no formal,3.0,98.5,yes,<15 min,yes,56.9,54.6,49.3,53.9
3729,16,male,public,diploma,7.0,94.5,yes,<15 min,no,100.0,100.0,85.6,95.3
3730,17,other,private,diploma,7.5,98.5,yes,<15 min,yes,100.0,100.0,95.5,98.9
3731,18,male,private,phd,1.8,69.8,yes,<15 min,no,61.3,27.0,48.8,50.3
3732,19,male,public,no formal,6.2,71.8,yes,30-60 min,no,71.3,63.5,69.8,71.0
3733,16,female,public,phd,3.1,58.1,yes,15-30 min,no,37.8,52.8,58.9,48.1
3734,19,other,public,no formal,3.5,73.6,yes,15-30 min,yes,70.0,49.7,65.7,58.0
3735,15,female,public,phd,2.6,89.0,yes,>60 min,yes,45.1,44.5,57.8,56.5
3736,15,other,private,post graduate,5.1,53.4,yes,>60 min,yes,44.5,60.6,35.6,53.6
3737,16,other,public,diploma,3.1,66.0,yes,>60 min,yes,43.7,56.3,21.7,44.6
3738,17,other,public,phd,6.1,96.3,yes,30-60 min,no,66.6,72.7,76.7,78.1
3739,18,male,private,diploma,6.3,59.1,yes,>60 min,no,65.0,65.2,67.5,68.2
3740,18,other,private,graduate,3.5,64.9,yes,<15 min,yes,37.8,44.2,61.2,53.5
3741,15,male,private,no formal,0.5,96.8,yes,15-30 min,yes,42.3,55.4,65.5,47.8
3742,15,other,private,no formal,1.0,67.2,yes,30-60 min,no,17.0,50.1,29.1,31.9
3743,19,other,private,diploma,2.6,91.5,yes,>60 min,no,59.3,55.0,48.0,54.1
3744,16,male,private,high school,7.7,64.4,yes,30-60 min,yes,87.9,85.0,72.3,86.4
3745,15,male,public,high school,3.5,62.9,yes,30-60 min,yes,43.5,54.2,66.9,55.2
3746,19,other,public,diploma,6.1,59.4,no,<15 min,no,62.8,77.2,71.0,76.0
3747,16,male,public,graduate,7.5,53.1,yes,>60 min,no,72.9,53.5,76.7,78.6
3748,19,other,private,no formal,3.1,70.8,yes,>60 min,yes,44.7,31.1,55.2,48.0
3749,19,female,public,post graduate,4.7,85.7,yes,15-30 min,no,79.9,86.0,59.7,72.3
3750,19,female,private,phd,6.9,75.3,yes,>60 min,no,74.0,100.0,78.4,88.2
3751,17,other,private,phd,5.1,70.4,yes,<15 min,yes,74.0,60.5,59.2,64.5
3752,18,male,public,high school,1.3,60.2,yes,>60 min,no,20.8,17.5,13.8,25.6
3753,19,female,private,phd,6.3,84.2,yes,30-60 min,yes,85.7,100.0,75.7,90.9
3754,15,other,private,no formal,7.3,62.6,yes,30-60 min,yes,78.6,100.0,93.0,91.4
3755,14,male,public,no formal,6.3,51.6,yes,30-60 min,yes,71.7,84.3,79.1,75.1
3756,15,male,public,post graduate,6.1,98.2,yes,>60 min,no,81.2,81.4,99.4,93.8
3757,17,male,private,post graduate,6.2,97.1,yes,15-30 min,yes,98.8,82.6,100.0,98.4
3758,17,female,public,no formal,5.1,60.7,yes,<15 min,yes,69.9,44.2,70.4,59.0
3759,14,male,public,diploma,2.4,61.9,yes,30-60 min,no,59.1,32.9,36.1,38.0
3760,17,male,private,diploma,7.3,79.0,yes,>60 min,no,91.9,87.4,95.4,92.7
3761,15,other,public,post graduate,1.5,71.4,yes,>60 min,no,52.6,53.9,58.0,50.3
3762,17,female,public,graduate,6.7,94.4,yes,>60 min,no,95.1,100.0,94.6,92.9
3763,17,female,private,graduate,3.2,71.3,yes,<15 min,yes,80.3,50.6,72.8,62.9
3764,17,female,public,no formal,5.6,56.8,yes,<15 min,yes,76.7,84.8,68.0,76.6
3765,16,other,private,phd,6.5,77.3,yes,<15 min,yes,81.0,100.0,91.4,89.8
3766,16,female,private,graduate,6.5,55.7,yes,30-60 min,yes,73.4,100.0,94.3,75.6
3767,18,female,public,post graduate,1.7,72.4,yes,15-30 min,yes,33.9,48.4,38.3,46.7
3768,18,other,public,diploma,5.1,78.9,yes,<15 min,no,92.7,75.8,66.8,75.8
3769,18,male,public,high school,2.1,97.3,yes,15-30 min,no,60.2,53.2,53.5,55.6
3770,16,female,private,post graduate,1.3,64.7,yes,30-60 min,yes,39.2,30.7,35.5,29.1
3771,16,other,private,high school,4.4,82.5,yes,<15 min,yes,52.2,81.5,37.5,59.5
3772,15,female,public,high school,7.9,50.0,yes,>60 min,yes,78.3,81.6,58.7,73.5
3773,17,other,private,graduate,7.9,93.6,yes,15-30 min,no,98.7,100.0,100.0,100.0
3774,14,other,private,diploma,4.8,65.9,yes,<15 min,yes,44.3,45.8,78.8,62.6
3775,16,female,public,phd,6.3,62.0,yes,15-30 min,yes,55.3,71.2,74.4,67.2
3776,15,other,private,graduate,2.4,55.1,yes,15-30 min,yes,49.2,35.6,55.0,46.1
3777,17,male,private,diploma,2.2,89.3,yes,>60 min,no,79.7,69.3,54.0,55.8
3778,19,male,public,no formal,5.8,52.8,no,<15 min,no,75.8,64.0,65.5,66.8
3779,19,other,public,diploma,6.4,80.9,yes,15-30 min,no,99.0,74.2,90.2,92.6
3780,16,male,private,no formal,6.1,65.8,yes,30-60 min,yes,88.6,59.8,64.5,73.5
3781,14,female,private,high school,1.3,85.6,yes,>60 min,no,38.7,37.8,33.2,44.8
3782,15,female,public,high school,3.2,98.3,yes,<15 min,no,78.4,71.7,75.7,72.5
3783,14,female,private,graduate,0.8,63.7,yes,<15 min,no,28.8,37.4,29.4,40.3
3784,18,other,public,no formal,6.4,81.0,no,>60 min,yes,85.3,80.8,80.2,85.3
3785,19,male,public,no formal,2.8,68.5,no,>60 min,yes,43.2,67.1,51.1,50.1
3786,17,female,public,no formal,3.7,75.5,yes,15-30 min,no,62.2,47.9,39.9,53.3
3787,15,male,private,phd,4.8,54.2,yes,15-30 min,no,30.1,43.7,65.4,50.6
3788,14,male,public,phd,0.5,60.2,yes,<15 min,yes,24.9,35.0,28.0,34.8
3789,19,male,private,high school,3.2,89.7,yes,>60 min,yes,73.0,54.0,59.0,58.3
3790,15,other,public,diploma,6.0,67.2,yes,>60 min,no,92.8,84.8,87.7,83.0
3791,14,male,public,high school,2.6,50.1,yes,30-60 min,no,42.0,31.0,53.9,41.0
3792,15,other,private,graduate,4.8,66.0,yes,30-60 min,yes,65.4,61.6,72.2,60.2
3793,15,female,public,graduate,7.8,83.5,no,30-60 min,no,90.6,68.8,97.9,87.5
3794,17,female,private,high school,1.4,98.6,no,15-30 min,no,73.2,40.4,40.7,49.8
3795,19,other,private,graduate,2.5,92.7,yes,15-30 min,no,69.4,62.2,60.4,66.8
3796,15,other,private,no formal,5.6,87.8,yes,>60 min,no,88.9,79.3,72.6,84.5
3797,18,male,public,graduate,5.0,96.5,no,15-30 min,no,73.3,78.3,84.0,78.3
3798,14,other,private,post graduate,7.8,83.0,no,>60 min,yes,88.1,77.1,80.6,87.2
3799,14,other,private,no formal,0.8,76.0,yes,15-30 min,no,22.4,35.9,22.4,36.3
3800,14,other,public,post graduate,7.1,77.0,yes,>60 min,yes,83.5,84.6,64.4,81.1
3801,19,male,public,post graduate,4.2,97.2,yes,15-30 min,yes,77.0,69.2,85.2,72.3
3802,17,female,public,phd,2.2,50.1,yes,15-30 min,yes,33.8,31.8,5.6,30.9
3803,18,female,private,post graduate,4.3,75.8,yes,<15 min,yes,67.9,50.9,77.6,55.3
3804,14,female,public,no formal,3.6,88.5,no,15-30 min,no,87.0,71.7,83.1,73.2
3805,14,female,public,no formal,1.8,51.9,yes,30-60 min,yes,54.4,35.9,31.2,39.8
3806,19,female,private,no formal,2.1,91.2,no,30-60 min,no,49.9,88.1,58.3,61.3
3807,14,female,private,graduate,2.7,92.2,yes,30-60 min,no,62.2,53.4,54.5,53.6
3808,14,female,private,post graduate,4.6,76.2,yes,30-60 min,no,73.6,56.8,67.8,67.7
3809,17,other,private,graduate,1.1,91.4,yes,15-30 min,no,53.4,40.8,40.2,43.8
3810,17,other,public,high school,1.2,57.1,yes,15-30 min,no,26.5,15.3,26.5,28.4
3811,15,male,public,high school,3.0,97.2,no,<15 min,no,64.3,40.3,76.6,63.3
3812,16,female,public,no formal,5.8,52.4,yes,<15 min,no,69.6,77.5,88.9,76.9
3813,18,other,public,diploma,7.8,51.9,yes,30-60 min,no,94.5,90.9,91.4,80.8
3814,16,female,public,high school,0.6,76.2,no,15-30 min,yes,31.8,35.8,40.5,30.9
3815,16,other,private,high school,7.8,86.8,yes,<15 min,no,100.0,88.8,79.1,87.8
3816,14,male,private,no formal,5.6,85.0,yes,>60 min,yes,58.1,78.1,61.3,69.4
3817,16,female,private,high school,7.3,77.5,yes,15-30 min,yes,91.2,84.7,87.9,89.4
3818,18,other,public,phd,4.5,89.2,yes,15-30 min,yes,74.8,49.0,72.8,73.9
3819,17,other,private,high school,4.0,80.4,yes,15-30 min,yes,53.7,75.4,64.1,70.6
3820,19,female,private,phd,6.4,92.5,yes,15-30 min,yes,92.2,81.3,90.5,84.9
3821,14,female,public,no formal,4.6,55.8,yes,15-30 min,yes,73.7,67.1,69.0,62.3
3822,14,female,public,graduate,7.2,99.1,yes,15-30 min,no,80.0,92.0,74.7,87.3
3823,17,other,private,no formal,7.2,94.0,yes,<15 min,yes,86.5,86.2,96.1,86.2
3824,15,female,public,diploma,4.5,94.8,yes,30-60 min,yes,72.5,82.0,81.3,80.5
3825,17,male,public,phd,4.8,68.2,yes,30-60 min,yes,72.5,64.6,64.7,59.3
3826,19,male,public,post graduate,3.9,97.3,yes,>60 min,no,57.9,71.4,86.7,75.0
3827,16,female,public,graduate,5.7,57.1,yes,<15 min,yes,54.8,82.0,83.5,74.8
3828,17,other,private,graduate,5.6,53.9,yes,<15 min,yes,83.6,98.4,82.1,75.8
3829,18,female,private,graduate,5.4,69.9,yes,15-30 min,no,70.2,67.1,75.3,65.1
3830,14,other,private,post graduate,1.0,96.7,yes,>60 min,no,59.6,56.9,49.5,53.3
3831,19,other,private,graduate,7.7,98.4,yes,30-60 min,no,98.4,100.0,100.0,95.7
3832,15,female,public,graduate,3.0,74.7,yes,30-60 min,no,57.5,58.8,37.4,47.6
3833,18,other,public,no formal,2.3,87.6,yes,30-60 min,no,56.4,54.7,51.6,55.9
3834,17,female,public,phd,2.1,76.9,yes,>60 min,yes,36.9,23.1,22.5,40.5
3835,14,female,private,graduate,1.0,55.7,yes,15-30 min,yes,53.3,24.4,47.5,33.8
3836,18,other,public,high school,3.9,82.7,yes,<15 min,no,74.1,72.1,68.2,69.9
3837,15,female,private,no formal,0.8,57.3,yes,15-30 min,no,33.1,32.6,31.0,36.8
3838,17,female,public,graduate,1.7,82.8,yes,>60 min,no,37.9,31.1,40.7,39.1
3839,19,female,public,post graduate,0.5,62.0,no,30-60 min,no,10.1,24.3,21.8,20.9
3840,19,other,public,post graduate,1.8,63.2,yes,>60 min,no,55.2,34.0,20.2,40.8
3841,19,male,public,phd,8.0,83.7,yes,30-60 min,yes,89.9,100.0,100.0,100.0
3842,16,male,public,phd,4.6,73.2,no,>60 min,no,71.1,63.5,85.0,70.9
3843,17,female,private,graduate,1.0,91.5,no,30-60 min,yes,41.3,37.4,40.0,37.3
3844,15,male,private,phd,4.7,84.0,yes,>60 min,yes,56.6,71.5,70.7,75.1
3845,19,female,public,no formal,5.0,64.7,yes,30-60 min,yes,64.0,63.1,65.1,67.1
3846,16,female,private,diploma,4.6,88.9,yes,15-30 min,no,67.6,70.0,68.3,67.2
3847,18,female,public,diploma,3.0,53.2,yes,<15 min,yes,33.2,15.6,46.5,40.2
3848,16,male,private,post graduate,5.4,86.7,no,15-30 min,no,83.4,87.2,90.0,87.3
3849,18,male,private,high school,1.6,69.3,yes,>60 min,yes,52.4,54.2,32.9,46.3
3850,15,female,private,high school,2.1,65.1,yes,<15 min,no,49.6,46.4,37.2,37.8
3851,18,other,private,phd,8.0,76.1,yes,<15 min,no,90.2,91.7,96.1,87.1
3852,14,other,private,graduate,3.6,95.4,yes,<15 min,yes,56.0,77.3,74.0,72.1
3853,14,female,private,graduate,1.6,62.8,yes,15-30 min,no,28.2,39.1,18.0,34.0
3854,16,male,private,high school,2.1,100.0,yes,>60 min,yes,40.4,60.3,44.1,46.9
3855,16,male,private,graduate,5.9,79.4,yes,15-30 min,yes,69.5,84.3,74.3,81.8
3856,18,female,public,diploma,1.4,62.6,no,>60 min,yes,21.9,34.9,36.2,36.5
3857,16,male,private,graduate,3.2,84.6,no,30-60 min,no,55.8,46.1,56.1,53.6
3858,14,other,public,phd,3.0,86.8,yes,<15 min,yes,60.9,64.5,65.0,67.1
3859,15,female,public,high school,2.2,76.6,yes,15-30 min,yes,60.1,59.2,48.6,53.2
3860,16,other,public,post graduate,4.1,56.5,yes,15-30 min,yes,60.9,57.5,63.3,49.7
3861,17,male,private,graduate,1.3,90.8,yes,15-30 min,yes,34.8,51.8,51.2,56.6
3862,17,female,private,diploma,3.9,90.5,yes,15-30 min,no,83.2,59.4,64.1,64.2
3863,15,other,private,phd,0.7,88.3,yes,30-60 min,yes,41.8,41.2,18.0,36.0
3864,17,male,public,no formal,7.8,87.8,yes,15-30 min,yes,95.2,100.0,99.4,89.5
3865,17,other,public,post graduate,5.0,69.1,yes,>60 min,yes,76.5,93.0,67.0,70.7
3866,18,female,public,diploma,1.1,74.6,yes,>60 min,yes,39.0,46.1,32.4,40.6
3867,17,female,public,post graduate,1.9,83.1,yes,<15 min,no,34.1,41.9,33.4,47.3
3868,18,female,private,no formal,6.0,58.3,no,>60 min,yes,68.8,60.8,68.4,70.2
3869,15,other,public,post graduate,6.0,80.2,yes,30-60 min,yes,52.1,97.1,94.3,80.6
3870,18,other,private,no formal,3.2,55.5,no,15-30 min,yes,56.6,43.1,46.8,39.4
3871,14,male,private,diploma,1.6,92.4,yes,30-60 min,yes,41.9,46.1,47.0,49.1
3872,14,female,private,phd,4.5,56.0,yes,>60 min,yes,69.0,61.3,60.5,66.7
3873,19,other,private,graduate,2.6,88.6,yes,<15 min,yes,49.2,78.1,76.9,63.0
3874,16,male,private,diploma,1.2,61.1,yes,<15 min,yes,49.1,34.3,28.4,37.0
3875,17,female,public,high school,3.1,96.4,no,<15 min,no,72.1,84.1,73.5,71.8
3876,17,other,private,no formal,6.1,82.9,yes,>60 min,yes,100.0,99.3,90.1,91.5
3877,18,male,private,no formal,3.2,71.6,yes,>60 min,yes,69.7,55.7,74.1,58.4
3878,15,female,private,post graduate,0.8,52.2,yes,<15 min,no,2.6,37.1,18.1,19.5
3879,15,female,private,high school,1.4,80.4,yes,>60 min,no,32.0,34.4,58.1,34.4
3880,14,male,public,no formal,5.0,68.9,yes,15-30 min,yes,69.2,68.9,76.2,73.4
3881,19,male,public,diploma,4.4,89.9,yes,<15 min,no,63.1,87.0,59.9,72.7
3882,15,female,private,diploma,5.6,89.6,yes,30-60 min,yes,90.3,90.5,92.5,82.3
3883,17,male,public,phd,4.8,84.4,yes,30-60 min,yes,72.7,68.9,88.1,73.1
3884,16,other,private,high school,4.2,63.4,yes,<15 min,yes,52.1,58.4,52.0,49.8
3885,14,female,private,high school,4.1,58.6,yes,15-30 min,yes,46.0,59.2,56.7,48.0
3886,16,other,public,no formal,7.7,74.9,yes,<15 min,yes,87.5,92.9,100.0,86.1
3887,14,female,public,high school,7.0,72.6,yes,<15 min,no,82.6,82.1,93.9,87.2
3888,15,male,private,graduate,3.4,83.6,yes,15-30 min,yes,73.1,65.1,46.3,61.8
3889,14,female,private,high school,5.4,76.6,yes,>60 min,yes,67.3,53.5,54.4,64.0
3890,18,other,private,post graduate,0.7,74.7,yes,15-30 min,yes,18.3,29.9,33.4,33.4
3891,17,female,public,post graduate,0.7,74.0,yes,30-60 min,no,30.6,25.0,25.8,28.1
3892,19,male,private,diploma,2.9,75.2,yes,<15 min,no,48.7,58.7,42.3,50.4
3893,16,male,private,high school,6.2,93.6,yes,30-60 min,no,91.8,96.4,99.4,86.9
